x,y,z
-0.0329071,-0.448063,-0.242265
-1.06972,0.364618,-0.490206
-0.630251,0.140247,0.415088
-0.0755772,0.00784613,0.470229
-0.543865,0.0265054,-0.56417
-0.0706204,0.87894,-0.416984
-0.898413,0.759443,0.740172
-0.525302,0.0705226,0.594838
-0.493894,0.400671,0.752764
-0.1299,-0.708612,-0.699104
0.705449,-0.991134,0.433788
1.01263,-0.347533,1.39619
0.369533,-0.931041,0.969578
-0.373506,-0.0557168,0.454466
0.506042,-0.491901,-0.287682
0.0693486,0.336063,-0.415603
0.326221,0.234005,-0.337343
-0.655084,-0.102494,-0.891606
-0.887069,0.652029,-0.643799
-1.27212,-0.12847,-1.32721
-0.0576041,-0.151718,-1.89762
0.333976,0.708029,-0.68682
0.877111,-0.105857,-0.064082
0.729599,0.206206,-0.701797
0.856683,1.04095,0.059124
0.209406,-0.147335,-0.656825
0.451277,-0.238215,-0.828994
0.64907,-0.444757,-1.2967
0.529638,-0.0636124,-1.70697
0.536176,1.47163,-1.85161
0.818662,1.11761,-3.48735
1.64833,0.852284,-2.86372
-0.104151,1.45548,-2.87588
-0.714352,-0.024648,-2.00135
-1.33847,0.202547,-0.149564
-0.98546,0.801706,-1.10183
-0.868031,1.25468,-0.328666
0.0749236,1.18956,-0.44389
-0.371402,0.969697,0.190556
-0.694464,1.01489,1.35172
-0.187331,0.822242,0.903414
-0.843165,0.575443,0.648998
0.0148246,-0.907948,0.784787
-0.640722,-1.00312,0.920952
0.31363,-1.00915,0.328203
-0.327881,-1.15365,0.264925
-0.621341,-0.46938,-0.424993
-1.11861,0.331514,0.495124
-0.450102,1.52559,-0.731931
-0.426567,1.24655,0.678139
-0.602451,1.72674,-0.0779674
-1.41122,1.30088,-0.50911
-0.98764,-0.0351111,-0.254398
-0.028785,-1.42761,-0.658402
1.36357,-0.940346,-0.957156
0.804304,-1.08166,0.126703
1.15969,-0.0169178,1.1051
-0.737154,-0.244433,0.664857
-1.08868,-0.651687,0.245444
-1.01638,0.704857,0.452536
-0.863233,1.20983,-0.00694286
-1.40229,0.476831,-0.140163
-0.914067,0.48652,0.0210459
-0.866159,0.797634,0.328776
-0.464828,-0.115189,0.0500539
-0.325903,-0.0609046,-0.445942
0.459536,-0.0431438,0.160002
0.406016,-0.0763126,-0.838142
0.798301,0.556978,0.295514
1.23904,0.838766,0.591941
1.18103,0.753867,1.16466
0.855232,0.70461,0.667422
0.809388,-1.03898,0.536322
0.902012,0.443657,-0.0777225
0.563757,0.833906,-0.338053
0.0360277,0.105619,-0.741632
0.30835,0.879176,0.145568
0.911155,-0.496956,-0.260092
-1.19144,-0.579043,-0.2509
-0.829771,0.738714,-0.440092
-0.161565,0.798936,0.471642
-0.82777,0.37872,0.850991
-0.97085,0.605795,0.0207706
-0.239665,-0.0203337,-0.236905
0.458003,-0.134955,0.0573388
-0.59555,-0.0259814,-0.0342954
0.127754,0.927281,-0.689196
-0.470519,-1.32039,-1.0449
-0.363916,-0.137559,-1.27947
-0.56153,-0.310423,-0.978846
0.08608,0.311624,-0.946112
0.49743,0.792035,0.0416778
0.187702,1.41036,-0.118892
-0.32661,0.30693,-0.628069
-0.117504,-0.516441,-1.50513
-0.145672,-0.140064,-1.33274
-0.313693,-0.882561,-1.24055
-0.729435,-0.640062,-1.31431
-0.096204,-0.693389,-1.53699
-0.0817656,0.340813,-1.70409
0.0197542,-0.145779,-1.55826
-0.890612,0.182769,-2.15887
-1.92931,0.431952,-0.964252
-1.87644,0.00547287,-0.690882
-1.35972,0.0845008,-0.954736
-0.308334,0.842113,-0.742574
-0.814272,0.493341,0.773704
0.443996,1.18864,0.493669
1.12987,0.426824,-0.236781
1.10606,1.36731,-0.314997
0.435289,0.805226,-0.0603406
-0.0557915,1.4467,0.200425
0.293368,1.39954,-0.98389
0.659281,2.21231,-0.74896
-0.66863,1.73332,-0.98538
-0.567124,1.89232,0.0171616
1.08486,1.14947,0.188769
0.00340265,0.966223,0.843471
1.09885,-0.235219,0.873717
0.59295,-0.0532803,-0.806468
0.60626,-0.58966,-0.749958
-0.280567,-0.673852,-1.61919
-0.0271011,-0.83866,-1.82792
0.409974,-0.118335,-1.38037
0.330547,-0.501915,-1.17841
-0.127816,-0.947017,0.519454
0.818132,0.20886,0.801659
-0.0714524,0.359046,0.772153
0.231234,0.129375,0.724297
-0.116274,-0.756982,-0.834991
-0.786776,-1.44234,-0.265051
-0.551915,-0.49491,0.0717502
0.456383,-0.0143476,0.366857
-0.449012,-0.395967,-0.0916791
0.186623,0.640652,-0.0480227
0.0747935,0.852644,-0.0692928
0.161449,0.865041,0.193191
0.121972,-0.0184129,-0.260871
